"variable" "activity_name" "subject_id" "mean(value)"
"fBodyBodyAccJerkMag" "STANDING" 19 -0.979135412739726
"fBodyBodyAccJerkMag" "STANDING" 20 -0.940007897123288
"fBodyBodyAccJerkMag" "STANDING" 21 -0.970634296404494
"fBodyBodyAccJerkMag" "STANDING" 22 -0.959743877936508
"fBodyBodyAccJerkMag" "STANDING" 23 -0.973798155735294
"fBodyBodyAccJerkMag" "STANDING" 24 -0.972251355217391
"fBodyBodyAccJerkMag" "STANDING" 25 -0.982294170810811
"fBodyBodyAccJerkMag" "STANDING" 26 -0.98287688945946
"fBodyBodyAccJerkMag" "STANDING" 27 -0.984151646
"fBodyBodyAccJerkMag" "STANDING" 28 -0.952727765189873
"fBodyBodyAccJerkMag" "STANDING" 29 -0.989793892615385
"fBodyBodyAccJerkMag" "STANDING" 30 -0.953357615932203
"fBodyBodyAccJerkMag" "WALKING" 1 -0.0571194000343158
"fBodyBodyAccJerkMag" "WALKING" 2 -0.169064352813559
"fBodyBodyAccJerkMag" "WALKING" 3 -0.186764516965517
"fBodyBodyAccJerkMag" "WALKING" 4 -0.318587811
"fBodyBodyAccJerkMag" "WALKING" 5 -0.269481661080357
"fBodyBodyAccJerkMag" "WALKING" 6 -0.055401423331579
"fBodyBodyAccJerkMag" "WALKING" 7 -0.0384187298547368
"fBodyBodyAccJerkMag" "WALKING" 8 -0.123834409766667
"fBodyBodyAccJerkMag" "WALKING" 9 -0.316870715576923
"fBodyBodyAccJerkMag" "WALKING" 10 0.0205189516981132
"fBodyBodyAccJerkMag" "WALKING" 11 -0.395116134237288
"fBodyBodyAccJerkMag" "WALKING" 12 -0.029912425338
"fBodyBodyAccJerkMag" "WALKING" 13 -0.15211150075614
"fBodyBodyAccJerkMag" "WALKING" 14 -0.431591453389831
"fBodyBodyAccJerkMag" "WALKING" 15 -0.289753952407407
"fBodyBodyAccJerkMag" "WALKING" 16 -0.378278490588235
"fBodyBodyAccJerkMag" "WALKING" 17 -0.335938891803279
"fBodyBodyAccJerkMag" "WALKING" 18 -0.41403775125
"fBodyBodyAccJerkMag" "WALKING" 19 0.0730179928688462
"fBodyBodyAccJerkMag" "WALKING" 20 0.0545269493972549
"fBodyBodyAccJerkMag" "WALKING" 21 -0.144009889665385
"fBodyBodyAccJerkMag" "WALKING" 22 0.0659727285
"fBodyBodyAccJerkMag" "WALKING" 23 -0.0180705701559322
"fBodyBodyAccJerkMag" "WALKING" 24 -0.418641046896552
"fBodyBodyAccJerkMag" "WALKING" 25 -0.564591342162162
"fBodyBodyAccJerkMag" "WALKING" 26 -0.293358341186441
"fBodyBodyAccJerkMag" "WALKING" 27 -0.259934013157895
"fBodyBodyAccJerkMag" "WALKING" 28 -0.360811456296296
"fBodyBodyAccJerkMag" "WALKING" 29 -0.108978206490566
"fBodyBodyAccJerkMag" "WALKING" 30 -0.347180134692308
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 1 0.0262184949326531
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 2 0.222247409576596
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 3 -0.049477977322449
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 4 -0.175295286557778
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 5 0.00918394264170213
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 6 0.243834258785417
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 7 0.067389886106383
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 8 0.331528459921053
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 9 0.00716877883571429
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 10 0.156978047052632
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 11 -0.097454996626087
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 12 0.0769968373
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 13 -0.0282156656914894
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 14 0.186223478065556
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 15 0.158413334683333
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 16 -0.0745659082223404
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 17 -0.188680399771739
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 18 -0.3833987134
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 19 0.538404846128205
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 20 0.0137917152644444
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 21 0.112442619741778
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 22 0.0224783539805556
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 23 0.335009724333333
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 24 -0.200830137109091
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 25 -0.471642111551724
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 26 -0.15317202912
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 27 0.010857564025
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 28 -0.0128823827326087
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 29 0.000448896304791667
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 30 -0.125961400367742
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 1 -0.44265216245283
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 2 -0.189511136902083
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 3 -0.412920898474576
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 4 -0.397406285
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 5 -0.264674938957447
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 6 -0.169868234496078
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 7 -0.45478324745098
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 8 -0.131850567460976
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 9 -0.419533108571429
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 10 -0.153553147382979
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 11 -0.475928501666667
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 12 -0.3208844625
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 13 -0.425100006545455
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 14 -0.288744334092593
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 15 -0.261956679958333
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 16 -0.475597717843137
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 17 -0.360299853125
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 18 -0.574481396551724
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 19 -0.187391317015
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 20 -0.215014031556863
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 21 -0.355443706553191
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 22 -0.0458020362119048
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 23 -0.302968064764706
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 24 -0.429800778813559
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 25 -0.654795110615385
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 26 -0.294970470909091
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 27 -0.460770277843137
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 28 -0.294433415745098
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 29 -0.239108046693878
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 30 -0.549784890615385
"fBodyBodyGyroJerkMag" "LAYING" 1 -0.9423669466
"fBodyBodyGyroJerkMag" "LAYING" 2 -0.990248702291667
"fBodyBodyGyroJerkMag" "LAYING" 3 -0.984278251290323
"fBodyBodyGyroJerkMag" "LAYING" 4 -0.983609073333333
"fBodyBodyGyroJerkMag" "LAYING" 5 -0.984618025769231
"fBodyBodyGyroJerkMag" "LAYING" 6 -0.953695957368421
"fBodyBodyGyroJerkMag" "LAYING" 7 -0.974117912115385
"fBodyBodyGyroJerkMag" "LAYING" 8 -0.968403945925926
"fBodyBodyGyroJerkMag" "LAYING" 9 -0.9558062546
"fBodyBodyGyroJerkMag" "LAYING" 10 -0.960976821551724
"fBodyBodyGyroJerkMag" "LAYING" 11 -0.985978837192982
"fBodyBodyGyroJerkMag" "LAYING" 12 -0.963949607166667
"fBodyBodyGyroJerkMag" "LAYING" 13 -0.978150814032258
"fBodyBodyGyroJerkMag" "LAYING" 14 -0.966455343137255
"fBodyBodyGyroJerkMag" "LAYING" 15 -0.975727853888889
"fBodyBodyGyroJerkMag" "LAYING" 16 -0.988695277714286
"fBodyBodyGyroJerkMag" "LAYING" 17 -0.982765526478873
"fBodyBodyGyroJerkMag" "LAYING" 18 -0.991901007538462
"fBodyBodyGyroJerkMag" "LAYING" 19 -0.981890470361446
"fBodyBodyGyroJerkMag" "LAYING" 20 -0.981119820588235
"fBodyBodyGyroJerkMag" "LAYING" 21 -0.982993315111111
"fBodyBodyGyroJerkMag" "LAYING" 22 -0.976638980972222
"fBodyBodyGyroJerkMag" "LAYING" 23 -0.981846854305556
"fBodyBodyGyroJerkMag" "LAYING" 24 -0.978596740694444
"fBodyBodyGyroJerkMag" "LAYING" 25 -0.96825160890411
"fBodyBodyGyroJerkMag" "LAYING" 26 -0.990430914078947
"fBodyBodyGyroJerkMag" "LAYING" 27 -0.993563778648649
"fBodyBodyGyroJerkMag" "LAYING" 28 -0.971830582375
"fBodyBodyGyroJerkMag" "LAYING" 29 -0.997617389275362
"fBodyBodyGyroJerkMag" "LAYING" 30 -0.977821335571429
"fBodyBodyGyroJerkMag" "SITTING" 1 -0.989797547234043
"fBodyBodyGyroJerkMag" "SITTING" 2 -0.989861950869565
"fBodyBodyGyroJerkMag" "SITTING" 3 -0.977898105576923
"fBodyBodyGyroJerkMag" "SITTING" 4 -0.9765477634
"fBodyBodyGyroJerkMag" "SITTING" 5 -0.971598370227273
"fBodyBodyGyroJerkMag" "SITTING" 6 -0.952034566
"fBodyBodyGyroJerkMag" "SITTING" 7 -0.978634991458333
"fBodyBodyGyroJerkMag" "SITTING" 8 -0.987730604130435
"fBodyBodyGyroJerkMag" "SITTING" 9 -0.9683155878
"fBodyBodyGyroJerkMag" "SITTING" 10 -0.992191529259259
"fBodyBodyGyroJerkMag" "SITTING" 11 -0.987255972641509
"fBodyBodyGyroJerkMag" "SITTING" 12 -0.97848445372549
"fBodyBodyGyroJerkMag" "SITTING" 13 -0.991723741632653
"fBodyBodyGyroJerkMag" "SITTING" 14 -0.987324239259259
"fBodyBodyGyroJerkMag" "SITTING" 15 -0.990180959322034
"fBodyBodyGyroJerkMag" "SITTING" 16 -0.989363136376812
"fBodyBodyGyroJerkMag" "SITTING" 17 -0.995204564375
"fBodyBodyGyroJerkMag" "SITTING" 18 -0.99480818754386
"fBodyBodyGyroJerkMag" "SITTING" 19 -0.986727418493151
"fBodyBodyGyroJerkMag" "SITTING" 20 -0.976108353787879
"fBodyBodyGyroJerkMag" "SITTING" 21 -0.990014272588235
"fBodyBodyGyroJerkMag" "SITTING" 22 -0.977775448387097
"fBodyBodyGyroJerkMag" "SITTING" 23 -0.980707211470588
"fBodyBodyGyroJerkMag" "SITTING" 24 -0.990854751176471
"fBodyBodyGyroJerkMag" "SITTING" 25 -0.991781701692308
"fBodyBodyGyroJerkMag" "SITTING" 26 -0.993985447564103
"fBodyBodyGyroJerkMag" "SITTING" 27 -0.992390264285714
"fBodyBodyGyroJerkMag" "SITTING" 28 -0.979465868888889
"fBodyBodyGyroJerkMag" "SITTING" 29 -0.995063049
"fBodyBodyGyroJerkMag" "SITTING" 30 -0.991750682096774
"fBodyBodyGyroJerkMag" "STANDING" 1 -0.994815376981132
"fBodyBodyGyroJerkMag" "STANDING" 2 -0.977849827407407
"fBodyBodyGyroJerkMag" "STANDING" 3 -0.960331717868852
"fBodyBodyGyroJerkMag" "STANDING" 4 -0.964471139464286
"fBodyBodyGyroJerkMag" "STANDING" 5 -0.952286438035714
"fBodyBodyGyroJerkMag" "STANDING" 6 -0.955425138245614
"fBodyBodyGyroJerkMag" "STANDING" 7 -0.973671168679245
"fBodyBodyGyroJerkMag" "STANDING" 8 -0.983709233333333
"fBodyBodyGyroJerkMag" "STANDING" 9 -0.967491628
"fBodyBodyGyroJerkMag" "STANDING" 10 -0.965614081363636
"fBodyBodyGyroJerkMag" "STANDING" 11 -0.992981019787234
"fBodyBodyGyroJerkMag" "STANDING" 12 -0.963059791967213
"fBodyBodyGyroJerkMag" "STANDING" 13 -0.977197403859649
"fBodyBodyGyroJerkMag" "STANDING" 14 -0.969175636833333
"fBodyBodyGyroJerkMag" "STANDING" 15 -0.983188091886792
"fBodyBodyGyroJerkMag" "STANDING" 16 -0.99117243
"fBodyBodyGyroJerkMag" "STANDING" 17 -0.992723939358974
"fBodyBodyGyroJerkMag" "STANDING" 18 -0.988960668767123
"fBodyBodyGyroJerkMag" "STANDING" 19 -0.984536610136986
"fBodyBodyGyroJerkMag" "STANDING" 20 -0.929600007123288
"fBodyBodyGyroJerkMag" "STANDING" 21 -0.976126760674157
"fBodyBodyGyroJerkMag" "STANDING" 22 -0.968377798253968
"fBodyBodyGyroJerkMag" "STANDING" 23 -0.972598810882353
"fBodyBodyGyroJerkMag" "STANDING" 24 -0.981119237826087
"fBodyBodyGyroJerkMag" "STANDING" 25 -0.98401783027027
"fBodyBodyGyroJerkMag" "STANDING" 26 -0.985762255540541
"fBodyBodyGyroJerkMag" "STANDING" 27 -0.98941848275
"fBodyBodyGyroJerkMag" "STANDING" 28 -0.958758576835443
"fBodyBodyGyroJerkMag" "STANDING" 29 -0.991672052
"fBodyBodyGyroJerkMag" "STANDING" 30 -0.959242165084746
"fBodyBodyGyroJerkMag" "WALKING" 1 -0.319308593778947
"fBodyBodyGyroJerkMag" "WALKING" 2 -0.583249293389831
"fBodyBodyGyroJerkMag" "WALKING" 3 -0.607751646034483
"fBodyBodyGyroJerkMag" "WALKING" 4 -0.724327420666667
"fBodyBodyGyroJerkMag" "WALKING" 5 -0.548053574821429
"fBodyBodyGyroJerkMag" "WALKING" 6 -0.366500534122807
"fBodyBodyGyroJerkMag" "WALKING" 7 -0.155339855862632
"fBodyBodyGyroJerkMag" "WALKING" 8 -0.473026230833333
"fBodyBodyGyroJerkMag" "WALKING" 9 -0.602581618269231
"fBodyBodyGyroJerkMag" "WALKING" 10 -0.515065335849057
"fBodyBodyGyroJerkMag" "WALKING" 11 -0.751914457457627
"fBodyBodyGyroJerkMag" "WALKING" 12 -0.5611764414
"fBodyBodyGyroJerkMag" "WALKING" 13 -0.338527133789474
"fBodyBodyGyroJerkMag" "WALKING" 14 -0.591036936101695
"fBodyBodyGyroJerkMag" "WALKING" 15 -0.645075178148148
"fBodyBodyGyroJerkMag" "WALKING" 16 -0.72068229
"fBodyBodyGyroJerkMag" "WALKING" 17 -0.582711859672131
"fBodyBodyGyroJerkMag" "WALKING" 18 -0.710596311071429
"fBodyBodyGyroJerkMag" "WALKING" 19 -0.262442822846154
"fBodyBodyGyroJerkMag" "WALKING" 20 -0.180365335498431
"fBodyBodyGyroJerkMag" "WALKING" 21 -0.4995972025
"fBodyBodyGyroJerkMag" "WALKING" 22 -0.553946121521739
"fBodyBodyGyroJerkMag" "WALKING" 23 0.146618569064407
"fBodyBodyGyroJerkMag" "WALKING" 24 -0.571594392068966
"fBodyBodyGyroJerkMag" "WALKING" 25 -0.770300895540541
"fBodyBodyGyroJerkMag" "WALKING" 26 -0.619461036101695
"fBodyBodyGyroJerkMag" "WALKING" 27 -0.623288199649123
"fBodyBodyGyroJerkMag" "WALKING" 28 -0.595965103703704
"fBodyBodyGyroJerkMag" "WALKING" 29 -0.628501115849057
"fBodyBodyGyroJerkMag" "WALKING" 30 -0.547621753230769
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 1 -0.281963359177551
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 2 -0.380175306489362
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 3 -0.576277199387755
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 4 -0.621752455777778
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 5 -0.453697247021277
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 6 -0.132705384364583
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 7 -0.289096677191489
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 8 -0.125179586744737
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 9 -0.463172053809524
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 10 -0.484196484736842
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 11 -0.668340527608696
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 12 -0.458227490826087
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 13 -0.266399903210638
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 14 -0.254747132274667
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 15 -0.565396130714286
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 16 -0.58966315
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 17 -0.57734888
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 18 -0.744236045090909
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 19 -0.0229045295641026
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 20 -0.311668472555556
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 21 -0.490804948444444
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 22 -0.583510518055556
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 23 0.0746754643666667
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 24 -0.474449925818182
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 25 -0.687034281206897
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 26 -0.4722007526
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 27 -0.46777776875
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 28 -0.396720714347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 29 -0.596578626041667
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 30 -0.617578814032258
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 1 -0.634665082075472
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 2 -0.60079849625
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 3 -0.716877778644068
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 4 -0.740749226346154
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 5 -0.571344138723404
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 6 -0.45923633377451
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 7 -0.673327281960784
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 8 -0.46327057804878
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 9 -0.734159449387755
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 10 -0.600582998297872
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 11 -0.795986113703704
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 12 -0.714332592115385
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 13 -0.656088544363636
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 14 -0.457250612407407
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 15 -0.731422357916667
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 16 -0.787833632352941
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 17 -0.669008763541667
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 18 -0.826193160862069
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 19 -0.4771839145
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 20 -0.450393446470588
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 21 -0.628915748723404
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 22 -0.667996003333333
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 23 -0.51871565
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 24 -0.64611467
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 25 -0.822403906
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 26 -0.673580662727273
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 27 -0.71917980372549
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 28 -0.662505819411765
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 29 -0.697454553061225
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 30 -0.773974451846154
"fBodyBodyGyroMag" "LAYING" 1 -0.8621901854
"fBodyBodyGyroMag" "LAYING" 2 -0.972112972708333
"fBodyBodyGyroMag" "LAYING" 3 -0.96458672483871
"fBodyBodyGyroMag" "LAYING" 4 -0.961556660185185
"fBodyBodyGyroMag" "LAYING" 5 -0.968257068846154
"fBodyBodyGyroMag" "LAYING" 6 -0.930153639473684
"fBodyBodyGyroMag" "LAYING" 7 -0.941130719230769
"fBodyBodyGyroMag" "LAYING" 8 -0.944528950555556
"fBodyBodyGyroMag" "LAYING" 9 -0.9186053356
"fBodyBodyGyroMag" "LAYING" 10 -0.937692642586207
"fBodyBodyGyroMag" "LAYING" 11 -0.967093356491228
"fBodyBodyGyroMag" "LAYING" 12 -0.9454970225
"fBodyBodyGyroMag" "LAYING" 13 -0.957681621290323
"fBodyBodyGyroMag" "LAYING" 14 -0.930151731176471
"fBodyBodyGyroMag" "LAYING" 15 -0.946812642361111
"fBodyBodyGyroMag" "LAYING" 16 -0.970249638857143
"fBodyBodyGyroMag" "LAYING" 17 -0.969014444788732
"fBodyBodyGyroMag" "LAYING" 18 -0.984329092153846
"fBodyBodyGyroMag" "LAYING" 19 -0.965624724457831
"fBodyBodyGyroMag" "LAYING" 20 -0.969832241176471
"fBodyBodyGyroMag" "LAYING" 21 -0.962349012888889
"fBodyBodyGyroMag" "LAYING" 22 -0.946055840972222
"fBodyBodyGyroMag" "LAYING" 23 -0.966239347916667
"fBodyBodyGyroMag" "LAYING" 24 -0.964001383472222
"fBodyBodyGyroMag" "LAYING" 25 -0.910126993561644
"fBodyBodyGyroMag" "LAYING" 26 -0.974305179605263
"fBodyBodyGyroMag" "LAYING" 27 -0.979890667972973
"fBodyBodyGyroMag" "LAYING" 28 -0.944218369375
"fBodyBodyGyroMag" "LAYING" 29 -0.98400134173913
"fBodyBodyGyroMag" "LAYING" 30 -0.962001199
"fBodyBodyGyroMag" "SITTING" 1 -0.958435589361702
"fBodyBodyGyroMag" "SITTING" 2 -0.971840596086956
"fBodyBodyGyroMag" "SITTING" 3 -0.946664943653846
"fBodyBodyGyroMag" "SITTING" 4 -0.9487697524
"fBodyBodyGyroMag" "SITTING" 5 -0.944760322045455
"fBodyBodyGyroMag" "SITTING" 6 -0.929725679272727
"fBodyBodyGyroMag" "SITTING" 7 -0.933081955208333
"fBodyBodyGyroMag" "SITTING" 8 -0.965806789347826
"fBodyBodyGyroMag" "SITTING" 9 -0.9344377378
"fBodyBodyGyroMag" "SITTING" 10 -0.974459732592593
"fBodyBodyGyroMag" "SITTING" 11 -0.969799951132076
"fBodyBodyGyroMag" "SITTING" 12 -0.958511866666667
"fBodyBodyGyroMag" "SITTING" 13 -0.973258277755102
"fBodyBodyGyroMag" "SITTING" 14 -0.963320540555556
"fBodyBodyGyroMag" "SITTING" 15 -0.973762179830509
"fBodyBodyGyroMag" "SITTING" 16 -0.954060994347826
"fBodyBodyGyroMag" "SITTING" 17 -0.98336929234375
"fBodyBodyGyroMag" "SITTING" 18 -0.986535242105263
"fBodyBodyGyroMag" "SITTING" 19 -0.964238768493151
"fBodyBodyGyroMag" "SITTING" 20 -0.953399068181818
"fBodyBodyGyroMag" "SITTING" 21 -0.977839702352941
"fBodyBodyGyroMag" "SITTING" 22 -0.951952767258065
"fBodyBodyGyroMag" "SITTING" 23 -0.952293277205882
"fBodyBodyGyroMag" "SITTING" 24 -0.977973720735294
"fBodyBodyGyroMag" "SITTING" 25 -0.979350913692308
"fBodyBodyGyroMag" "SITTING" 26 -0.97646387
"fBodyBodyGyroMag" "SITTING" 27 -0.979482820857143
"fBodyBodyGyroMag" "SITTING" 28 -0.960297525
"fBodyBodyGyroMag" "SITTING" 29 -0.980269425833333
"fBodyBodyGyroMag" "SITTING" 30 -0.973876282903226
"fBodyBodyGyroMag" "STANDING" 1 -0.984617623396226
"fBodyBodyGyroMag" "STANDING" 2 -0.961775904814815
"fBodyBodyGyroMag" "STANDING" 3 -0.913682362622951
"fBodyBodyGyroMag" "STANDING" 4 -0.914209165714286
"fBodyBodyGyroMag" "STANDING" 5 -0.904543921607143
"fBodyBodyGyroMag" "STANDING" 6 -0.926664297017544
"fBodyBodyGyroMag" "STANDING" 7 -0.93870498490566
"fBodyBodyGyroMag" "STANDING" 8 -0.964564224074074
"fBodyBodyGyroMag" "STANDING" 9 -0.929769067777778
"fBodyBodyGyroMag" "STANDING" 10 -0.937786743409091
"fBodyBodyGyroMag" "STANDING" 11 -0.982576519787234
"fBodyBodyGyroMag" "STANDING" 12 -0.902356765573771
"fBodyBodyGyroMag" "STANDING" 13 -0.957488799473684
"fBodyBodyGyroMag" "STANDING" 14 -0.944405563833333
"fBodyBodyGyroMag" "STANDING" 15 -0.956733900188679
"fBodyBodyGyroMag" "STANDING" 16 -0.975448632179487
"fBodyBodyGyroMag" "STANDING" 17 -0.984291131538461
"fBodyBodyGyroMag" "STANDING" 18 -0.972352593013699
"fBodyBodyGyroMag" "STANDING" 19 -0.958578129589041
"fBodyBodyGyroMag" "STANDING" 20 -0.879437674794521
"fBodyBodyGyroMag" "STANDING" 21 -0.956723022359551
"fBodyBodyGyroMag" "STANDING" 22 -0.932065270793651
"fBodyBodyGyroMag" "STANDING" 23 -0.944583829705882
"fBodyBodyGyroMag" "STANDING" 24 -0.963922314202899
"fBodyBodyGyroMag" "STANDING" 25 -0.968972499594595
"fBodyBodyGyroMag" "STANDING" 26 -0.972333108648649
"fBodyBodyGyroMag" "STANDING" 27 -0.975525565625
"fBodyBodyGyroMag" "STANDING" 28 -0.909652436329114
"fBodyBodyGyroMag" "STANDING" 29 -0.980879722923077
"fBodyBodyGyroMag" "STANDING" 30 -0.917449417288136
"fBodyBodyGyroMag" "WALKING" 1 -0.199252568986316
"fBodyBodyGyroMag" "WALKING" 2 -0.530704814745763
"fBodyBodyGyroMag" "WALKING" 3 -0.569755772241379
"fBodyBodyGyroMag" "WALKING" 4 -0.609285588016667
"fBodyBodyGyroMag" "WALKING" 5 -0.484262828928571
"fBodyBodyGyroMag" "WALKING" 6 -0.329681123368421
